iter	Logloss
253	0.3050970866
254	0.3050262655
255	0.3049105632
256	0.3048312378
257	0.3046984049
258	0.3044802246
259	0.3043132731
260	0.3041719767
261	0.3040884603
262	0.3040152181
263	0.303922404
264	0.3038470459
265	0.3037824097
266	0.3035328776
267	0.3033969727
268	0.3032132161
269	0.3030859375
270	0.3029240112
271	0.3027732544
272	0.3026821493
273	0.3025118408
274	0.3023907267
275	0.3023006999
276	0.3021417236
277	0.3019517822
278	0.3017740479
279	0.3016476034
280	0.3014748535
281	0.3012927246
282	0.3011422119
283	0.3009695231
284	0.3009018555
285	0.3007810872
286	0.3006752523
287	0.3004984945
288	0.3002680868
289	0.3002050374
290	0.3001062215
291	0.3000061442
292	0.2999358114
293	0.2998447673
294	0.299759318
295	0.2995441081
296	0.2993461914
297	0.2992308146
298	0.2991472168
299	0.2990039469
300	0.2989042155
301	0.2986960449
302	0.2985961914
303	0.2984453939
304	0.2983733114
305	0.2982184245
306	0.2981522827
307	0.298068217
308	0.2979864095
309	0.2978707682
310	0.2977623698
311	0.2976474202
312	0.2975170898
313	0.2974257813
314	0.2972457275
315	0.2971387533
316	0.2970189412
317	0.2969269206
318	0.2968429769
319	0.2967095744
320	0.2965772705
321	0.2965005493
322	0.2963358968
323	0.2962458293
324	0.2961320801
325	0.2959581095
326	0.2958720907
327	0.2957018636
328	0.2956021322
329	0.2955709635
330	0.2954242554
331	0.2953490601
332	0.2952424927
333	0.2950881144
334	0.2949658203
335	0.2949007365
336	0.2948190511
337	0.2946979777
338	0.2945859578
339	0.2943953247
340	0.2942207235
341	0.2941673991
342	0.2940656331
343	0.2939122518
344	0.2938307495
345	0.2936903076
346	0.2935804036
347	0.2934792684
348	0.2933715007
349	0.293317098
350	0.2932110189
351	0.2930483805
352	0.2929135539
353	0.2927327271
354	0.2925960693
355	0.292417867
356	0.2923149414
357	0.2922394613
358	0.2921455485
359	0.2919829305
360	0.2918311971
361	0.2916565755
362	0.2914979655
363	0.2914078573
364	0.2913342285
365	0.2911712646
366	0.2910181071
367	0.2908428548
368	0.2907339681
369	0.2906442057
370	0.2904924316
371	0.2902093506
372	0.2901007894
373	0.2900520833
374	0.2899077759
375	0.2898129476
376	0.2897182821
377	0.2895861003
378	0.2894991048
379	0.2893676147
380	0.2891899821
381	0.2891103516
382	0.2889829102
383	0.2888872477
384	0.2887724813
385	0.2886980998
386	0.2885199788
387	0.2883583577
388	0.2882753499
389	0.2881422933
390	0.2880180461
391	0.2878732096
392	0.2877983805
393	0.2877389323
394	0.2876042277
395	0.2874588013
396	0.2873532715
397	0.287225057
398	0.2871181641
399	0.2870217285
400	0.2868858643
401	0.2867403158
402	0.2866428426
403	0.2864642741
404	0.2863445638
405	0.286184021
406	0.2860542399
407	0.2858885091
408	0.2857132772
409	0.2855848999
410	0.2855165609
411	0.2853552246
412	0.2851750488
413	0.2850181885
414	0.2848963623
415	0.2847896729
416	0.2846291707
417	0.2844864095
418	0.284317749
419	0.284230835
420	0.2841651815
421	0.2840057373
422	0.2838499349
423	0.283699585
424	0.2836143799
425	0.2834791056
426	0.2834034831
427	0.2832022705
428	0.283119812
429	0.2829679565
430	0.2828376872
431	0.282728536
432	0.2826328939
433	0.2825152384
434	0.2823950602
435	0.2822646688
436	0.2821216024
437	0.2820128581
438	0.2818808187
439	0.2817419027
440	0.2815775553
441	0.2814367065
442	0.2813400472
443	0.281229777
444	0.2811269124
445	0.2809503988
446	0.2808385824
447	0.2807556152
448	0.2805946859
449	0.2804937337
450	0.2804223022
451	0.2803280436
452	0.2802147013
453	0.2800716146
454	0.2799593913
455	0.2798204346
456	0.2796753743
457	0.2795158488
458	0.2794300944
459	0.2793300985
460	0.2792618612
461	0.2791069539
462	0.2789261068
463	0.2787848714
464	0.278705424
465	0.2785815837
466	0.2784475708
467	0.2783062744
468	0.2781769816
469	0.2781023153
470	0.2780232747
471	0.2778852132
472	0.2777133789
473	0.2776328735
474	0.277469869
475	0.2773708089
476	0.2772390544
477	0.2771508789
478	0.2770264689
479	0.2768691406
480	0.2767218831
481	0.2765480347
482	0.2764213664
483	0.2763073934
484	0.2761856689
485	0.2760715739
486	0.2759382731
487	0.2758567301
488	0.2757411296
489	0.2755915527
490	0.2754354655
491	0.27534139
492	0.2751956787
493	0.275102417
494	0.2750176595
495	0.2749122721
496	0.2747803141
497	0.2746424561
498	0.2745411784
499	0.274390625
500	0.2742159627
501	0.2741418457
502	0.2740697632
503	0.2739228516
504	0.2738531494
505	0.2737866007
506	0.2737151286
507	0.2735828044
508	0.2734759521
509	0.2733929036
510	0.2732693278
511	0.2731920166
512	0.2730992432
513	0.2729589844
514	0.2727885335
515	0.2726175944
516	0.2725030924
517	0.2723755697
518	0.2722741699
519	0.2721529134
520	0.2720120646
521	0.2719226481
522	0.2718232625
523	0.2716685791
524	0.2715638428
525	0.2714477539
526	0.2712759196
527	0.2711937663
528	0.2711222941
529	0.270999471
530	0.2708943481
531	0.2708231608
532	0.2707064616
533	0.2705203654
534	0.2704028727
535	0.2702492676
536	0.2700693359
537	0.2699633789
538	0.2698593343
539	0.2697182617
540	0.2695396729
541	0.2693762614
542	0.2692567546
543	0.2691462402
544	0.2689941203
545	0.2688457031
546	0.268730835
547	0.2686513672
548	0.268494751
549	0.2684072673
550	0.268336141
551	0.2682485962
552	0.2681571452
553	0.2679942017
554	0.2678383789
555	0.2676337891
556	0.2675072835
557	0.2673182373
558	0.2671840007
559	0.2671147054
560	0.2670413411
561	0.2669302572
562	0.266777771
563	0.2666783447
564	0.266609314
565	0.2665234985
566	0.2664123942
567	0.266286967
568	0.2661536255
569	0.2660782878
570	0.2660160319
571	0.2659142049
572	0.2658007813
573	0.2656550496
574	0.2655559082
575	0.2654765625
576	0.2653666789
577	0.265242513
578	0.2651692301
579	0.2651023966
580	0.264957723
581	0.2648352865
582	0.2646948242
583	0.2645493774
584	0.2644881795
585	0.2644420573
586	0.2642688802
587	0.2641490682
588	0.2640576172
589	0.2639108683
590	0.2638106283
591	0.2636810303
592	0.263547994
593	0.2634798584
594	0.2634181315
595	0.2632907104
596	0.2631527507
597	0.2630540365
598	0.2629108073
599	0.2628043213
600	0.2626999308
601	0.262587321
602	0.2624630737
603	0.2623691203
604	0.2622415771
605	0.2621940918
606	0.2620259603
607	0.2619315186
608	0.2618228149
609	0.2617637939
610	0.2616607259
611	0.2615894979
612	0.2614414876
613	0.2613462118
614	0.2612052409
615	0.2610827637
616	0.2610094401
617	0.2609061686
618	0.2608535563
619	0.260790446
620	0.2606952922
621	0.260660258
622	0.2605377401
623	0.2604496663
624	0.2603111165
625	0.2602121989
626	0.2601088867
627	0.2600206299
628	0.259888916
629	0.2597607829
630	0.2596624552
631	0.2595412191
632	0.2594296468
633	0.2592390951
634	0.2591209717
635	0.2589829915
636	0.2588806966
637	0.2587520752
638	0.2586451619
639	0.2585361125
640	0.2584368083
641	0.2583249308
642	0.2582088826
643	0.2581190186
644	0.258027771
645	0.2578855591
646	0.2577895508
647	0.2577331136
648	0.257568278
649	0.2575049438
650	0.2573610026
651	0.2573014933
652	0.2571844889
653	0.2570952962
654	0.2569930013
655	0.2568855184
656	0.2568354085
657	0.2567131755
658	0.2565924072
659	0.2565024414
660	0.2563464762
661	0.2562379761
662	0.2560739543
663	0.2558869222
664	0.2557710775
665	0.2556699015
666	0.2556019694
667	0.2555173747
668	0.2554169515
669	0.2553142497
670	0.2551894531
671	0.2551279297
672	0.2550686035
673	0.2548989461
674	0.2548420817
675	0.2547225342
676	0.2546525879
677	0.2545328166
678	0.2544756673
679	0.254389384
680	0.254310262
681	0.2541579386
682	0.2540602214
683	0.2539395549
684	0.2538268433
685	0.2537539469
686	0.2537004598
687	0.2535963338
688	0.2534687907
689	0.2533793945
690	0.2533259277
691	0.2532265422
692	0.2530674032
693	0.2529093424
694	0.252805542
695	0.2526989543
696	0.2525991211
697	0.2525556844
698	0.252425293
699	0.2523290609
700	0.2522709147
701	0.252132609
702	0.2520267537
703	0.2519130656
704	0.2518262126
705	0.2517277018
706	0.2516132406
707	0.2514996948
708	0.2513824056
709	0.2512727661
710	0.2512125244
711	0.251132487
712	0.2510327352
713	0.2509089152
714	0.2508157145
715	0.2507145996
716	0.2506133626
717	0.2505523071
718	0.2504354248
719	0.2502727051
720	0.2501853841
721	0.2501062826
722	0.2499711711
723	0.2497785645
724	0.2496604818
725	0.2495894572
726	0.249453064
727	0.2493008626
728	0.2492240804
729	0.2491077271
730	0.2490597127
731	0.248961141
732	0.2488970133
733	0.2487164714
734	0.2485868734
735	0.248444519
736	0.2483593343
737	0.2482855632
738	0.2481732992
739	0.2480580241
740	0.2478835042
741	0.2477858073
742	0.2476655273
743	0.247572876
744	0.2474659017
745	0.2473950602
746	0.2473515625
747	0.2472577922
748	0.2471565145
749	0.2470525716
750	0.246954305
751	0.2468343506
752	0.2467054036
753	0.2466527507
754	0.2465442912
755	0.2464401449
756	0.2463432617
757	0.2462524618
758	0.2461587728
759	0.246086202
760	0.2460139974
761	0.245901001
762	0.2457954712
763	0.2457326457
764	0.2456600138
765	0.2455600993
766	0.2453968099
767	0.2452786051
768	0.245236084
769	0.2451435547
770	0.2450402629
771	0.2449590251
772	0.2448243815
773	0.2447602539
774	0.2446940918
775	0.2446092936
776	0.2445305583
777	0.2444325358
778	0.2443499959
779	0.2442886759
780	0.2442104289
781	0.2440744629
782	0.2440099691
783	0.2439511719
784	0.2438352865
785	0.2437883097
786	0.2437134603
787	0.2435781453
788	0.2435056966
789	0.2434282023
790	0.2433359172
791	0.2432329508
792	0.2431287028
793	0.2430481567
794	0.2429741618
795	0.242920166
796	0.2427976481
797	0.2427449544
798	0.2426169434
799	0.2425722656
800	0.2424492798
801	0.2423766683
802	0.2423155721
803	0.2421966756
804	0.242055542
805	0.2419497477
806	0.2419158325
807	0.2418421834
808	0.2417353312
809	0.2416834717
810	0.2415937703
811	0.2414815267
812	0.2413746745
813	0.2412926839
814	0.2411867676
815	0.2410581462
816	0.2409915365
817	0.2409221802
818	0.2407981771
819	0.2407414958
820	0.2406627808
821	0.240539266
822	0.2404723307
823	0.2403688354
824	0.2402587687
825	0.2401705322
826	0.2400697835
827	0.2399832764
828	0.2398468628
829	0.2398081462
830	0.2397288818
831	0.2396573283
832	0.2395630697
833	0.2394910482
834	0.2393896281
835	0.2392820638
836	0.2391727702
837	0.2390877686
838	0.2389966634
839	0.2389016927
840	0.2387851969
841	0.2387006836
842	0.2386286825
843	0.2385255534
844	0.2384769694
845	0.2383712769
846	0.2382784424
847	0.2382271525
848	0.2381213379
849	0.2380540365
850	0.237990153
851	0.2378890991
852	0.2377659302
853	0.2376704712
854	0.2375513713
855	0.2374706624
856	0.2373557943
857	0.2372692057
858	0.237100179
859	0.2370493978
860	0.2369359334
861	0.23680837
862	0.2367540283
863	0.2366518962
864	0.236541097
865	0.2364689128
866	0.2363484294
867	0.2362721761
868	0.2361518351
869	0.2360728149
870	0.2359965617
871	0.2359154053
872	0.2358276571
873	0.2357484538
874	0.2356287638
875	0.2355559082
876	0.2354278158
877	0.235305542
878	0.235239034
879	0.2351430868
880	0.2350604655
881	0.2349916992
882	0.2348952637
883	0.2347940877
884	0.2346972046
885	0.2346081543
886	0.2344982503
887	0.2344347534
888	0.2343793742
889	0.2342941081
890	0.2342274577
891	0.2341378581
892	0.234072347
893	0.233958252
894	0.2338832194
895	0.2337658285
896	0.2336816813
897	0.233605835
898	0.2335155843
899	0.2334457397
900	0.2334009603
901	0.2333534342
902	0.2332680257
903	0.233166036
904	0.2331062012
905	0.2330278931
906	0.2329454346
907	0.2328788656
908	0.2327618001
909	0.2326400757
910	0.2325407715
911	0.2324658203
912	0.2323697306
913	0.2322659505
914	0.2321315918
915	0.2320762533
916	0.2319847005
917	0.2318813883
918	0.2317714437
919	0.2316959432
920	0.2315939331
921	0.2314924723
922	0.2313648682
923	0.2312406209
924	0.2311777344
925	0.2310872192
926	0.2310010579
927	0.2309328613
928	0.2308554687
929	0.2307589518
930	0.2306849162
931	0.2306204427
932	0.2305537923
933	0.2304792074
934	0.2303589681
935	0.2302553711
936	0.2302078451
937	0.2301254272
938	0.230081604
939	0.2300164388
940	0.2299008382
941	0.2298196208
942	0.229744873
943	0.2296298421
944	0.2295540771
945	0.2294996541
946	0.2294025065
947	0.2293040975
948	0.2292095133
949	0.2291350505
950	0.2290539144
951	0.228961792
952	0.2288409017
953	0.2287773844
954	0.2286090902
955	0.2285503947
956	0.2284945679
957	0.2283855387
958	0.2283265381
959	0.2282468262
960	0.2281551717
961	0.2280984294
962	0.2279448649
963	0.2278653564
964	0.2278109131
965	0.2277484538
966	0.227684611
967	0.2276518555
968	0.2275898641
969	0.2274966024
970	0.2274014486
971	0.2273745524
972	0.2273053385
973	0.227218221
974	0.2271312866
975	0.2270252889
976	0.2269367269
977	0.2268708903
978	0.226742391
979	0.2266645508
980	0.2265520426
981	0.2264928792
982	0.2264272868
983	0.22637854
984	0.2263103638
985	0.2262585042
986	0.2261570231
987	0.2260721842
988	0.2259837036
989	0.2258463135
990	0.2257406209
991	0.2256568197
992	0.2255889282
993	0.2255538737
994	0.2255019938
995	0.2254432983
996	0.2253882243
997	0.2253761393
998	0.2253109538
999	0.2252281901
